row_id,cgid,label,description
922,38080,RN,Medical Staff
923,80678,Rehab,Medical Staff
924,27342,Res,Medical Staff
925,84847,MD,Medical Staff
926,85525,SNP,Medical Staff
927,71953,RN,Medical Staff
928,41850,RO,Medical Staff
929,71993,RO,Medical Staff
930,63354,MD,Medical Staff
931,34957,RO,Medical Staff
932,22363,RO,Medical Staff
933,22704,Res,Medical Staff
934,96374,RN,Medical Staff
935,66498,MD,Medical Staff
936,56438,RO,Medical Staff
937,65519,RO,Medical Staff
938,63883,ISOPS,Medical Staff
939,71213,RN,Medical Staff
940,17100,MD,Medical Staff
941,98259,RO,Medical Staff
942,95649,RO,Medical Staff
943,94696,MD,Medical Staff
944,22899,MD,Medical Staff
945,17944,MD,Medical Staff
946,62772,RN,Medical Staff
947,54473,Res,Medical Staff
948,24322,RRT,Medical Staff
949,42591,RN,Medical Staff
950,35112,MD,Medical Staff
951,34931,SRT,Medical Staff
952,80292,Res,Medical Staff
953,68800,RN,Medical Staff
954,28373,RN,Medical Staff
955,65296,Admin,Medical Staff
956,34050,Res,Medical Staff
957,46509,RN,Medical Staff
958,70637,MD,Medical Staff
959,42742,RO,Medical Staff
960,19880,RO,Medical Staff
961,68082,Res,Medical Staff
962,82132,RN,Medical Staff
963,22833,Res,Medical Staff
964,16630,MD,Medical Staff
965,95477,Rehab,Medical Staff
966,80855,RO,Medical Staff
967,11934,RN,Medical Staff
968,22224,RN,Medical Staff
969,40982,RO,Medical Staff
970,31798,CoWker,Medical Staff
971,63269,RN,Medical Staff
972,73653,MD,Medical Staff
973,73092,RN,Medical Staff
974,38016,RO,Medical Staff
975,62565,RO,Medical Staff
976,17685,Med ST,Medical Staff
977,31579,PCT,Medical Staff
978,59672,MD,Medical Staff
979,10282,ISSupp,Medical Staff
980,61173,RO,Medical Staff
981,44760,RO,Medical Staff
982,69638,RO,Medical Staff
983,47388,RPH,Medical Staff
984,65444,RO,Medical Staff
985,82845,RN,Medical Staff
986,96752,RN,Medical Staff
987,73788,RN,Medical Staff
988,30289,RN,Medical Staff
989,34890,RN,Medical Staff
990,48890,RN,Medical Staff
991,38534,CoWkr,Medical Staff
992,17665,RN,Medical Staff
993,85914,RN,Medical Staff
994,81066,CoWker,Medical Staff
995,17989,RO,Medical Staff
996,51104,RN,Medical Staff
997,17492,RN,Medical Staff
998,16572,RN,Medical Staff
999,86569,MD,Medical Staff
1000,72493,RO,Medical Staff
1001,75909,RN,Medical Staff
1002,79615,RNC,Medical Staff
1003,30635,MD,Medical Staff
1004,17455,RN,Medical Staff
1005,76562,PCA,Medical Staff
1006,20500,RO,Medical Staff
1007,34356,MD,Medical Staff
1008,18981,MD,Medical Staff
1009,87992,HMSIV,Medical Staff
1010,18907,MedSty,Medical Staff
1011,98501,MD,Medical Staff
1012,40828,RRT,Medical Staff
1013,62923,UA,Medical Staff
1014,25713,PCT,Medical Staff
1015,84668,RO,Medical Staff
1016,42271,UC,Medical Staff
1017,85880,RN,Medical Staff
1018,87924,RN,Medical Staff
1019,15209,RRT,Medical Staff
1020,91183,RN,Medical Staff
1021,20745,RA,Medical Staff
1022,64948,Res,Medical Staff
1023,96163,RN,Medical Staff
1024,86503,RN,Medical Staff
1025,84085,RN,Medical Staff
1026,78522,RO,Medical Staff
1027,51467,RN,Medical Staff
1028,44179,RO,Medical Staff
1029,36772,RN,Medical Staff
1030,97782,Res,Medical Staff
1031,51180,RT,Medical Staff
623,41285,MDs,Medical Staff
624,44814,CoWkr,Medical Staff
625,61876,RO,Medical Staff
626,27154,RO,Medical Staff
627,94607,MD,Medical Staff
628,49321,RPh,Medical Staff
629,69929,Res,Medical Staff
630,51441,PCT,Medical Staff
631,19508,RN,Medical Staff
632,11220,Rehab,Medical Staff
633,70068,RO,Medical Staff
634,91416,RN,Medical Staff
635,83792,Rehab,Medical Staff
636,23104,MD,Medical Staff
637,19602,Res,Medical Staff
638,80468,RO,Medical Staff
639,37938,Res,Medical Staff
640,76307,PCT,Medical Staff
641,27361,Res,Medical Staff
642,55745,MD,Medical Staff
643,19016,Res,Medical Staff
644,42018,Res,Medical Staff
645,58434,RN,Medical Staff
646,47353,Res,Medical Staff
647,30676,MD,Medical Staff
648,67433,RO,Medical Staff
649,81200,Res,Medical Staff
650,49651,MD,Medical Staff
651,90173,Res,Medical Staff
652,95717,RO,Medical Staff
653,79329,RN,Medical Staff
654,11025,Res,Medical Staff
655,97538,MD,Medical Staff
656,82692,Res,Medical Staff
657,49240,RN,Medical Staff
658,96951,RO,Medical Staff
659,23577,RO,Medical Staff
660,27601,RO,Medical Staff
661,44664,UCO,Medical Staff
662,25129,MD,Medical Staff
663,24029,Res,Medical Staff
664,30374,Res,Medical Staff
665,45697,RO,Medical Staff
666,46930,RN,Medical Staff
667,89276,RNC,Medical Staff
668,37607,RO,Medical Staff
669,54942,RN,Medical Staff
670,36685,RO,Medical Staff
671,93130,MDs,Medical Staff
672,44600,NEOB,Medical Staff
673,76244,RN,Medical Staff
674,74032,RN,Medical Staff
675,42914,RN,Medical Staff
676,16658,RN,Medical Staff
677,22097,RN,Medical Staff
678,93136,RN,Medical Staff
679,65518,RO,Medical Staff
680,46265,Res,Medical Staff
681,15778,RT,Medical Staff
682,10464,MD,Medical Staff
683,53719,Res,Medical Staff
684,27146,Res,Medical Staff
685,93507,Res,Medical Staff
686,44335,Rehab,Medical Staff
687,31178,Res,Medical Staff
688,67912,Res,Medical Staff
689,82309,MD,Medical Staff
690,66057,RD,Medical Staff
691,83519,UCO,Medical Staff
692,11267,CM,Medical Staff
693,24663,Res,Medical Staff
694,19862,Rn,Medical Staff
695,29536,RN,Medical Staff
696,81511,ISSupp,Medical Staff
697,14722,RO,Medical Staff
698,58393,MD,Medical Staff
699,86350,RRts,Medical Staff
700,82420,PCT,Medical Staff
701,29410,RPH,Medical Staff
702,66333,RO,Medical Staff
703,26704,RO,Medical Staff
704,15482,RT,Medical Staff
705,50404,RO,Medical Staff
706,57795,MD,Medical Staff
707,15229,RN,Medical Staff
708,56898,Res,Medical Staff
709,37535,RN,Medical Staff
710,99399,Rehab,Medical Staff
711,42706,RT,Medical Staff
712,97416,Res,Medical Staff
713,23473,Res,Medical Staff
714,56357,RD,Medical Staff
715,83385,Res,Medical Staff
716,63264,Rehab,Medical Staff
717,91351,Res,Medical Staff
718,30257,Res,Medical Staff
719,41029,PCT,Medical Staff
720,31299,Res,Medical Staff
721,33206,Res,Medical Staff
722,64040,RO,Medical Staff
723,13248,Res,Medical Staff
724,33509,RT,Medical Staff
725,53540,Res,Medical Staff
726,63964,RN,Medical Staff
727,97806,RN,Medical Staff
728,42527,MD,Medical Staff
729,44970,RO,Medical Staff
730,30866,RO,Medical Staff
731,24168,MDs,Medical Staff
732,60140,MD,Medical Staff
733,15075,MD,Medical Staff
734,71694,MD,Medical Staff
735,39154,Res,Medical Staff
736,36158,MD,Medical Staff
737,70332,RO,Medical Staff
738,55830,RO,Medical Staff
739,50001,MD,Medical Staff
740,39831,RO,Medical Staff
741,39219,RO,Medical Staff
742,13101,MDs,Medical Staff
743,96511,Studen,Medical Staff
744,35313,MDs,Medical Staff
745,62227,Res,Medical Staff
746,53025,Res,Medical Staff
747,46517,RN,Medical Staff
748,19099,Res,Medical Staff
749,46585,MD,Medical Staff
750,56025,Res,Medical Staff
751,94080,Res,Medical Staff
752,76768,RN,Medical Staff
753,62386,Res,Medical Staff
754,99065,Res,Medical Staff
288,80282,Res,Medical Staff
289,53404,SW,Medical Staff
290,13617,Rehab,Medical Staff
291,25118,UCO,Medical Staff
292,44237,Res,Medical Staff
293,33405,Res,Medical Staff
294,86099,Rehab,Medical Staff
295,44795,MD,Medical Staff
296,15014,RO,Medical Staff
297,24208,RN,Medical Staff
298,88193,RO,Medical Staff
299,66959,MD,Medical Staff
300,55309,RO,Medical Staff
301,51114,RO,Medical Staff
302,67199,RRT,Medical Staff
303,89457,NP,Medical Staff
304,77033,MD,Medical Staff
305,25157,Res,Medical Staff
306,60488,Res,Medical Staff
307,85574,RO,Medical Staff
308,34914,RN,Medical Staff
309,43386,Rehab,Medical Staff
310,15817,MD,Medical Staff
311,67154,Res,Medical Staff
312,10221,RN,Medical Staff
313,78146,RO,Medical Staff
314,80575,RN,Medical Staff
315,97900,RO,Medical Staff
316,35825,RN,Medical Staff
317,57739,MD,Medical Staff
318,66531,RN,Medical Staff
319,19171,RN,Medical Staff
320,97062,MDs,Medical Staff
321,53279,RN,Medical Staff
322,91678,LICSW,Medical Staff
323,51145,RN,Medical Staff
324,26334,MD,Medical Staff
325,49363,U A,Medical Staff
326,76469,RO,Medical Staff
327,50538,RN,Medical Staff
328,97410,RN,Medical Staff
329,63528,Res,Medical Staff
330,52753,Res,Medical Staff
331,62743,Res,Medical Staff
332,48752,MD,Medical Staff
333,82667,Res,Medical Staff
334,26683,RD,Medical Staff
335,35144,MD,Medical Staff
336,65108,StPHa,Medical Staff
337,97153,Res,Medical Staff
338,59695,RN,Medical Staff
339,98777,Res,Medical Staff
340,32810,RPH,Medical Staff
341,90676,MD,Medical Staff
342,84593,RN,Medical Staff
343,49446,MS,Medical Staff
344,63225,RO,Medical Staff
345,81819,RRT,Medical Staff
346,10053,Rehab,Medical Staff
347,49829,Res,Medical Staff
348,47606,RO,Medical Staff
349,37549,Res,Medical Staff
350,66346,RO,Medical Staff
351,86019,Res,Medical Staff
352,89516,Res,Medical Staff
353,95813,RN,Medical Staff
354,52237,MD,Medical Staff
355,70946,RO,Medical Staff
356,67905,RO,Medical Staff
755,67954,RO,Medical Staff
756,98555,RO,Medical Staff
757,38010,RN,Medical Staff
758,77000,RN,Medical Staff
759,72021,RN,Medical Staff
760,32241,Rehab,Medical Staff
761,96356,Res,Medical Staff
762,21114,RN,Medical Staff
763,47196,RN,Medical Staff
764,77561,RD,Medical Staff
765,97012,Res,Medical Staff
766,92960,Res,Medical Staff
767,91167,Res,Medical Staff
768,53933,RN,Medical Staff
769,22240,Res,Medical Staff
770,40784,MD,Medical Staff
771,98184,CoOPSt,Medical Staff
772,50687,RN,Medical Staff
773,39444,NEOB,Medical Staff
774,36100,RN,Medical Staff
775,29313,Res,Medical Staff
776,13201,PCT,Medical Staff
777,16057,MD,Medical Staff
778,42092,Res,Medical Staff
779,72277,SW,Medical Staff
780,90120,MedStu,Medical Staff
781,19545,MD,Medical Staff
782,69692,Res,Medical Staff
783,64321,Rehab,Medical Staff
784,92544,RN,Medical Staff
785,85454,Res,Medical Staff
786,35485,MD,Medical Staff
787,60328,RN,Medical Staff
788,74799,Res,Medical Staff
789,62383,Rehab,Medical Staff
790,41979,Res,Medical Staff
791,29342,RO,Medical Staff
792,95990,PCT,Medical Staff
793,10726,RO,Medical Staff
794,23970,MD,Medical Staff
795,65724,RO,Medical Staff
796,38683,RO,Medical Staff
797,33053,MD,Medical Staff
798,77889,RPH,Medical Staff
799,70889,RA,Medical Staff
800,16582,MedStu,Medical Staff
801,83060,RN,Medical Staff
802,42662,RN,Medical Staff
803,25906,Rehab,Medical Staff
804,69829,RN,Medical Staff
805,27477,Res,Medical Staff
806,70901,RO,Medical Staff
807,97500,MD,Medical Staff
808,79616,RO,Medical Staff
809,83259,RRT,Medical Staff
810,88047,RO,Medical Staff
811,51588,RN,Medical Staff
812,68008,Res,Medical Staff
813,90301,RO,Medical Staff
814,76162,RO,Medical Staff
815,65933,RRT,Medical Staff
816,81810,RNC,Medical Staff
817,68446,RN,Medical Staff
818,30861,RN,Medical Staff
819,72216,RPh,Medical Staff
820,68991,MS,Medical Staff
821,43972,PT,Medical Staff
822,42406,MD,Medical Staff
823,93579,MD,Medical Staff
824,46347,Rehab,Medical Staff
825,78327,RO,Medical Staff
826,73517,MD,Medical Staff
827,92149,MD,Medical Staff
828,41358,RN,Medical Staff
829,45992,MDs,Medical Staff
830,67654,RO,Medical Staff
831,20155,Admin,Medical Staff
832,47450,RO,Medical Staff
833,40735,MD,Medical Staff
834,45614,RN,Medical Staff
835,54020,RO,Medical Staff
836,51904,RO,Medical Staff
837,80798,MD,Medical Staff
838,20561,MD,Medical Staff
839,28136,MDs,Medical Staff
840,29769,MedSt,Medical Staff
841,40311,RO,Medical Staff
842,60205,MS,Medical Staff
843,30028,MD,Medical Staff
844,38043,MDs,Medical Staff
845,18418,RO,Medical Staff
846,64377,Intern,Medical Staff
847,63424,MDs,Medical Staff
848,53369,MD,Medical Staff
849,81121,RO,Medical Staff
850,71069,StNurs,Medical Staff
851,64496,MD,Medical Staff
852,18161,RO,Medical Staff
853,37110,Res,Medical Staff
854,65069,MD,Medical Staff
855,61049,RN,Medical Staff
856,86556,RO,Medical Staff
857,12560,PCA,Medical Staff
858,85456,RO,Medical Staff
859,59857,RN,Medical Staff
860,72518,rn,Medical Staff
861,10772,MD,Medical Staff
862,56105,RRT,Medical Staff
863,49139,RN,Medical Staff
864,61116,MD,Medical Staff
865,64921,RN,Medical Staff
866,80545,MD,Medical Staff
867,81582,MDs,Medical Staff
868,89069,MD,Medical Staff
869,38906,Res,Medical Staff
870,73993,RT,Medical Staff
871,38760,,Medical Staff
872,45774,RN,Medical Staff
873,67125,RO,Medical Staff
874,73654,RO,Medical Staff
875,13804,RO,Medical Staff
876,60968,Res,Medical Staff
877,54057,Res,Medical Staff
878,97670,Res,Medical Staff
879,99016,Res,Medical Staff
880,62994,RO,Medical Staff
881,31632,RT,Medical Staff
882,71261,RO,Medical Staff
883,26728,Res,Medical Staff
884,91560,Res,Medical Staff
885,80008,UCO,Medical Staff
886,13534,Res,Medical Staff
887,61645,MD,Medical Staff
888,87580,MD,Medical Staff
889,83975,CoWker,Medical Staff
890,96900,Res,Medical Staff
226,13552,RO,Medical Staff
227,21003,RO,Medical Staff
228,94246,,Medical Staff
229,66179,AR,Medical Staff
230,27786,MD,Medical Staff
231,70515,MD,Medical Staff
232,33819,MD,Medical Staff
233,16590,RO,Medical Staff
234,44099,MDs,Medical Staff
235,59689,MDs,Medical Staff
236,52906,RO,Medical Staff
237,37742,MedSt,Medical Staff
238,69598,RO,Medical Staff
239,52840,RO,Medical Staff
240,54236,RO,Medical Staff
241,59692,RO,Medical Staff
242,46471,MD,Medical Staff
243,65255,RO,Medical Staff
244,43065,Res,Medical Staff
245,20735,RN,Medical Staff
246,71644,Res,Medical Staff
247,12540,Res,Medical Staff
248,80702,RN,Medical Staff
249,16826,MD,Medical Staff
250,55870,MD,Medical Staff
251,39389,MDs,Medical Staff
252,95215,Res,Medical Staff
253,18993,Res,Medical Staff
254,95426,MD,Medical Staff
255,15276,RO,Medical Staff
256,14067,RO,Medical Staff
257,42411,MD,Medical Staff
258,36130,RT,Medical Staff
259,12671,Res,Medical Staff
260,91439,RO,Medical Staff
261,29973,RO,Medical Staff
262,41266,PHD,Medical Staff
263,26544,Res,Medical Staff
264,72070,RO,Medical Staff
265,97747,MD,Medical Staff
266,24993,MD,Medical Staff
267,83920,RO,Medical Staff
268,38569,MD,Medical Staff
269,70952,RO,Medical Staff
270,43586,MD,Medical Staff
271,58351,RO,Medical Staff
272,31992,RO,Medical Staff
273,89415,RO,Medical Staff
274,89593,MD,Medical Staff
275,25012,MD,Medical Staff
276,31465,MD,Medical Staff
277,50768,MD,Medical Staff
278,85849,RO,Medical Staff
279,13365,MD,Medical Staff
280,50888,MD,Medical Staff
281,85470,MDs,Medical Staff
282,98781,MD,Medical Staff
283,59192,Dr,Medical Staff
284,61990,RO,Medical Staff
285,35995,RO,Medical Staff
286,19961,MD,Medical Staff
287,87607,MD,Medical Staff
1,92213,Res,Medical Staff
2,41830,RO,Medical Staff
3,23356,MD,Medical Staff
4,49529,RO,Medical Staff
5,99687,MD,Medical Staff
6,88697,MD,Medical Staff
7,25866,Rehab,Medical Staff
8,84177,RO,Medical Staff
9,15383,RO,Medical Staff
10,55508,MD,Medical Staff
11,79827,MedStu,Medical Staff
12,66148,RO,Medical Staff
13,96706,RO,Medical Staff
14,58571,RO,Medical Staff
15,19038,,Medical Staff
16,76317,RN,Medical Staff
17,94874,Res,Medical Staff
18,54725,MD,Medical Staff
19,11658,SW,Medical Staff
20,65057,RO,Medical Staff
21,74251,RT,Medical Staff
22,23833,RN,Medical Staff
23,66822,Res,Medical Staff
24,57472,Res,Medical Staff
25,93307,Res,Medical Staff
26,70258,RO,Medical Staff
27,30052,Res,Medical Staff
28,67080,Res,Medical Staff
29,33086,MDs,Medical Staff
30,78386,MedSt,Medical Staff
31,95256,Res,Medical Staff
32,45400,RD,Medical Staff
33,90728,RO,Medical Staff
34,80539,MD,Medical Staff
35,73372,MD,Medical Staff
36,70931,RN,Medical Staff
37,67091,MD,Medical Staff
38,87656,RO,Medical Staff
39,45179,RA,Medical Staff
40,52245,MD,Medical Staff
41,42177,MD,Medical Staff
42,21359,Res,Medical Staff
43,46559,Fell,Medical Staff
44,69087,MD,Medical Staff
45,41963,MD,Medical Staff
46,70910,MD,Medical Staff
47,84691,RO,Medical Staff
48,89997,MD,Medical Staff
49,97580,Res,Medical Staff
50,59674,MD,Medical Staff
51,54092,MD,Medical Staff
52,13761,PA,Medical Staff
53,74789,H,Medical Staff
54,52600,MD,Medical Staff
55,33834,RO,Medical Staff
56,73904,MDs,Medical Staff
57,37802,RO,Medical Staff
58,56507,RO,Medical Staff
59,43862,St,Medical Staff
60,54608,RO,Medical Staff
61,46655,MDs,Medical Staff
62,88139,RO,Medical Staff
63,46211,RO,Medical Staff
64,82848,Res,Medical Staff
65,11330,Res,Medical Staff
66,77715,MD,Medical Staff
67,35042,RO,Medical Staff
68,21221,Res,Medical Staff
69,41635,RO,Medical Staff
70,63271,MD,Medical Staff
71,74038,RN,Medical Staff
72,82768,RO,Medical Staff
73,41499,MD,Medical Staff
74,72402,MD,Medical Staff
75,94659,IMD,Medical Staff
76,74332,MS,Medical Staff
77,68743,UA,Medical Staff
78,12260,MD,Medical Staff
79,22196,RO,Medical Staff
80,48566,MDs,Medical Staff
81,39045,MD,Medical Staff
82,63005,MD,Medical Staff
83,41890,PA,Medical Staff
84,50135,MD,Medical Staff
85,97026,RO,Medical Staff
86,86225,RO,Medical Staff
87,58368,MD,Medical Staff
88,72031,MD,Medical Staff
89,82544,RN,Medical Staff
90,79588,MD,Medical Staff
91,55056,RO,Medical Staff
92,65771,MDs,Medical Staff
93,82140,RO,Medical Staff
94,53357,DI,Medical Staff
95,56112,MD,Medical Staff
96,69473,RO,Medical Staff
97,45509,MD,Medical Staff
98,50189,RN,Medical Staff
99,42951,RO,Medical Staff
100,40217,CoOpSt,Medical Staff
101,25814,PCA,Medical Staff
102,35242,UCO,Medical Staff
103,51359,RN,Medical Staff
104,25670,RN,Medical Staff
105,80236,RRT,Medical Staff
106,34267,MD,Medical Staff
107,35105,RRT,Medical Staff
108,38361,MDs,Medical Staff
109,73464,MD,Medical Staff
110,46241,RO,Medical Staff
111,87278,Res,Medical Staff
112,78765,Res,Medical Staff
113,88222,MD,Medical Staff
114,47093,RO,Medical Staff
115,23176,MD,Medical Staff
116,35443,RO,Medical Staff
117,48829,MD,Medical Staff
118,39816,MDs,Medical Staff
119,57301,RO,Medical Staff
120,33519,RN,Medical Staff
121,49618,RPh,Medical Staff
122,11854,NP,Medical Staff
123,26591,MD,Medical Staff
124,45954,RN,Medical Staff
125,15965,RN,Medical Staff
126,17146,MS,Medical Staff
127,82529,RO,Medical Staff
128,48290,MD,Medical Staff
129,26551,RN,Medical Staff
130,93606,MD,Medical Staff
131,74340,RO,Medical Staff
132,23446,CM,Medical Staff
133,11607,Rehab,Medical Staff
134,85243,MD,Medical Staff
135,47268,SW,Medical Staff
136,71524,Res,Medical Staff
137,72746,RO,Medical Staff
138,67733,MD,Medical Staff
139,54657,CRT,Medical Staff
140,34164,RT,Medical Staff
141,16734,RO,Medical Staff
142,43092,RN,Medical Staff
143,72616,RN,Medical Staff
144,24953,RN,Medical Staff
145,18564,RO,Medical Staff
146,62521,RO,Medical Staff
147,74454,CoWkr,Medical Staff
148,19710,RO,Medical Staff
149,85631,RRT,Medical Staff
150,92502,RN,Medical Staff
151,99974,RN,Medical Staff
152,17026,RN,Medical Staff
153,29887,SN,Medical Staff
154,29555,Res,Medical Staff
155,83772,Res,Medical Staff
156,49824,RO,Medical Staff
157,21164,MD,Medical Staff
158,42530,RO,Medical Staff
159,25525,MD,Medical Staff
160,83147,RN,Medical Staff
161,64548,MedSt,Medical Staff
162,89471,MD,Medical Staff
163,88135,Res,Medical Staff
164,91057,Res,Medical Staff
165,39581,RO,Medical Staff
166,78494,RN,Medical Staff
167,59856,RO,Medical Staff
168,69049,RO,Medical Staff
169,68028,RO,Medical Staff
170,48974,RO,Medical Staff
171,87139,RO,Medical Staff
172,66207,UA,Medical Staff
173,50026,Medst,Medical Staff
174,84531,RRT,Medical Staff
175,91399,MD,Medical Staff
176,17894,MD,Medical Staff
177,89905,MD,Medical Staff
178,23006,MD,Medical Staff
179,37235,RN,Medical Staff
180,91987,MDs,Medical Staff
181,37659,RO,Medical Staff
182,44687,RO,Medical Staff
183,96563,MD,Medical Staff
184,20641,RN,Medical Staff
185,30585,RO,Medical Staff
186,41439,Rehab,Medical Staff
187,32782,MD,Medical Staff
188,82350,RO,Medical Staff
189,19838,Res,Medical Staff
190,30517,MDs,Medical Staff
191,10350,RO,Medical Staff
192,63545,MSIV,Medical Staff
193,69048,MD,Medical Staff
194,87832,MD,Medical Staff
195,71592,RO,Medical Staff
196,48175,RO,Medical Staff
197,14278,MDs,Medical Staff
198,40340,MD,Medical Staff
199,47762,SW,Medical Staff
200,47056,STD,Medical Staff
201,69510,RO,Medical Staff
202,19329,RN,Medical Staff
203,40595,NP,Medical Staff
204,44675,RN,Medical Staff
205,91927,RO,Medical Staff
206,87304,MD,Medical Staff
207,96662,MDs,Medical Staff
208,35928,SNP,Medical Staff
209,65723,MD,Medical Staff
210,25043,MD,Medical Staff
211,81376,MD,Medical Staff
212,39466,RN,Medical Staff
213,94886,MD,Medical Staff
214,29528,MD,Medical Staff
215,44816,RN,Medical Staff
216,28643,MD,Medical Staff
217,19359,MD,Medical Staff
218,17816,MD,Medical Staff
219,31747,ajm,Medical Staff
220,50319,RN,Medical Staff
221,87993,OTR/L,Medical Staff
222,84607,RN,Medical Staff
223,47828,RO,Medical Staff
224,67560,PCT,Medical Staff
225,26299,MD,Medical Staff
357,71433,RO,Medical Staff
358,49857,RPh,Medical Staff
359,62757,DI,Medical Staff
360,45683,MD,Medical Staff
361,75597,RO,Medical Staff
362,80776,LICSW,Medical Staff
363,74722,MD,Medical Staff
364,67377,RN,Medical Staff
365,20543,RN,Medical Staff
366,88385,MD,Medical Staff
367,15224,rn,Medical Staff
368,66626,PCT,Medical Staff
369,52247,LICSW,Medical Staff
370,89129,RO,Medical Staff
371,42816,RN,Medical Staff
372,13390,RO,Medical Staff
